CMS Certification Number (CCN),Provider Name,Phone,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,address,match,lat,lon
347134,BAYADA HOME HEALTH CARE INC,3362490382,Yes,Yes,Yes,Yes,Yes,Yes,"400 SHADOWLINE DRIVE BUILDING 200 SUITE 205, BOONE, NC, 28607",False,,
347136,DUKE HOME  HEALTH,9196203853,Yes,Yes,Yes,Yes,Yes,Yes,"705A WESLEY PINE ROAD, LUMBERTON, NC, 28358",True,34.65673,-78.999725
347169,CAROLINA HOME CARE,8282453575,Yes,Yes,Yes,No,Yes,Yes,"1901 TARBORO ST SW, WILSON, NC, 27893",True,35.719627,-77.94755
347170,GENTIVA HEALTH SERVICES/SALISB,7049331001,Yes,Yes,Yes,Yes,Yes,Yes,"119 W WADE STREET, WADESBORO, NC, 28170",True,34.966312,-80.077126
347171,KINDRED AT HOME,2527269300,Yes,Yes,Yes,Yes,Yes,Yes,"105 HUNT VALLEY DRIVE, DUNN, NC, 28334",True,35.31164,-78.634865
347172,"LIBERTY HOME CARE V, LLC",3367197434,Yes,Yes,Yes,Yes,Yes,Yes,"1301 WEST GRAND AVE, ARTESIA, NM, 88211",False,,
347173,ENCOMPASS HOME HEALTH OF NORTH CAROLINA,3362746937,Yes,Yes,Yes,Yes,Yes,Yes,"1302A EAST 32ND ST, SILVER CITY, NM, 88061",True,32.795567,-108.26238
347174,KINDRED AT HOME,3367600520,Yes,Yes,Yes,Yes,Yes,Yes,"208 HASTINGS LANE, ELIZABETH CITY, NC, 27909",True,36.33,-76.227776
347175,CASWELL COUNTY HOME HEALTH AGE,3366949592,Yes,Yes,No,No,No,Yes,"2293 DIVOT AVENUE, LAS CRUCES, NM, 88001",True,32.313843,-106.75345
347176,REX HOME SERVICES,9197844548,Yes,Yes,Yes,Yes,Yes,Yes,"502 S KEY STREET SUITE 102, PILOT MOUNTAIN, NC, 27041",True,36.382782,-80.47269
347177,KINDRED AT HOME,7045949029,Yes,Yes,Yes,Yes,Yes,Yes,"915 TATE BLVD SE, HICKORY, NC, 28602",True,35.73061,-81.32415
347178,KINDRED AT HOME,9198819492,Yes,Yes,Yes,Yes,Yes,Yes,"300 WILSON STREET, CLAYTON, NM, 88415",True,36.455116,-103.19333
347179,WAKEMED HOME HEALTH,9193500100,Yes,Yes,Yes,Yes,Yes,Yes,"115 MOUNTAIN HOME NURSING LANE  SUITE A, HAYESVILLE, NC, 28904",True,35.03449,-83.82651
347181,ATRIUM HEALTH AT HOME BLUD RIDGE,8285806450,Yes,Yes,Yes,Yes,Yes,Yes,"220 WINTERGREEN DRIVE, LUMBERTON, NC, 28358",True,34.67029,-79.00287
347185,MEDI HOME HEALTH & HOSPICE,3362488212,Yes,Yes,Yes,Yes,Yes,Yes,"18 CHILDREN'S PLAZA, DAYTON, OH, 45404",True,39.774044,-84.16965
347186,TRANSITIONS LIFECARE,9198280890,Yes,Yes,Yes,Yes,Yes,Yes,"420 NORTH MAIN STREET, BELEN, NM, 87002",True,34.664204,-106.775375
347187,"BAYADA HOME HEALTH CARE, INC",3367603634,Yes,Yes,Yes,Yes,Yes,Yes,"105 T R HARRIS DR, SHELBY, NC, 28150",True,35.31663,-81.52018
347190,AVEANNA HEALTHCARE,9194816712,Yes,Yes,Yes,Yes,No,Yes,"181 WESTGATE DRIVE SUITE A, WEST END, NC, 27376",True,35.206184,-79.48897
347191,ATRIUM HEALTH AT HOME LINCOLN,7045125215,Yes,Yes,Yes,Yes,Yes,Yes,"26250 EUCLID AVENUE, EUCLID, OH, 44132",True,41.590233,-81.49819
347192,"WELL CARE HOME HEALTH, INC",9198461018,Yes,Yes,Yes,Yes,Yes,Yes,"413 3RD AVE N, WAHPETON, ND, 58075",True,46.26602,-96.6056
347195,PARK RIDGE HOME HEALTH,8286875261,Yes,Yes,Yes,Yes,Yes,Yes,"2180 EMPIRE BOULEVARD, WEBSTER, NY, 14580",True,43.200546,-77.498245
347196,KINDRED AT HOME,7045982716,Yes,Yes,Yes,Yes,Yes,Yes,"70 NORTH MAIN STREET SUITE 3, MARION, NC, 28752",True,35.685066,-82.00949
347200,HEALTHKEEPERZ,9105520001,Yes,Yes,Yes,No,Yes,No,"100 4TH SOUTH STREET, FARGO, ND, 58103",True,46.873158,-96.78512
347202,SENTARA HOME CARE SERVICES,7575533000,Yes,Yes,Yes,Yes,Yes,Yes,"ONE FORDHAM PLAZA SUITE 1100, BRONX, NY, 10458",False,,
347204,KINDRED AT HOME,3363973331,Yes,Yes,Yes,Yes,Yes,Yes,"126 EXECUTIVE DRIVE, WILKESBORO, NC, 28697",False,,
347206,ENCOMPASS HEALTH HOME HEALTH,3362497813,Yes,Yes,Yes,Yes,Yes,Yes,"367  2ND ST NW, VALLEY CITY, ND, 58072",True,46.92415,-98.00704
347210,ATRIUM HEALTH AT HOME,9809937250,Yes,Yes,Yes,Yes,Yes,Yes,"220 E 42ND STREET, NEW YORK, NY, 10017",True,40.750523,-73.97388
347211,"BAYADA HOME HEALTH CARE, INC",3368848869,Yes,Yes,Yes,Yes,Yes,Yes,"3722 BRIDGES STREET SUITE 201, MOREHEAD CITY, NC, 28557",True,34.725685,-76.76078
347212,AMEDISYS HOME HEALTH OF WINSTON SALEM,3367687200,Yes,Yes,Yes,Yes,Yes,Yes,"1301 15TH AVENUE WEST, WILLISTON, ND, 58801",True,48.15515,-103.645424
347215,LAKE NORMAN HOME HEALTH,7046604480,Yes,Yes,Yes,Yes,Yes,Yes,"2100 WEHRLE DRIVE, WILLIAMSVILLE, NY, 14221",True,42.95657,-78.71453
347217,KINDRED AT HOME,9195542279,Yes,Yes,Yes,Yes,Yes,Yes,"925 SOUTH LONG DRIVE, ROCKINGHAM, NC, 28379",True,34.93033,-79.75113
347218,VIDANT HOME HEALTH AND HOSPICE,2527942622,Yes,Yes,Yes,Yes,Yes,Yes,"910 18TH ST NW, MANDAN, ND, 58554",True,46.84139,-100.90611
347219,NORTH CAROLINA HOME HEALTH,9196621635,Yes,Yes,Yes,Yes,Yes,Yes,"400 LAKE AVE BOX E, STATEN ISLAND, NY, 10303",True,40.62638,-74.15202
347220,VIDANT HOME HEALTH AND HOSPICE,2528477830,Yes,Yes,Yes,Yes,Yes,Yes,"590 MEDICAL PARK DRIVE, MARSHALL, NC, 28753",True,35.805374,-82.65116
347222,MARIA PARHAM REGIONAL HOME HEALTH,2524313708,Yes,Yes,No,No,No,Yes,"415 2ND AVENUE NE SUITE 101, VALLEY CITY, ND, 58072",True,46.92662,-98.00163
347223,UNC HOME HEALTH,9849746350,Yes,Yes,Yes,Yes,Yes,Yes,"1 LEO MOSS DRIVE, OLEAN, NY, 14760",False,,
347224,ASSISTEDCARE HOME HEALTH INC,9103322341,Yes,Yes,Yes,Yes,Yes,Yes,"1266 ASHEVILLE HWY SUITE 5, BREVARD, NC, 28712",False,,
347225,GENTIVA HEALTH SERVICES,8282661166,Yes,Yes,Yes,Yes,Yes,Yes,"1212 E MAIN AVE, BISMARCK, ND, 58501",True,46.80529,-100.773254
347226,KINDRED AT HOME,2525686022,Yes,Yes,Yes,Yes,Yes,Yes,"103 WASHINGTON STREET, ELMIRA, NY, 14901",True,42.091175,-76.79531
347227,GENTIVA HEALTH SERVICES,3365640185,Yes,Yes,Yes,Yes,Yes,Yes,"4155 FERNCREEK DRIVE, FAYETTEVILLE, NC, 28304",True,35.04624,-78.94184
347228,CONTINUUM HOME CARE AND HOSPIC,9109892682,Yes,Yes,Yes,Yes,Yes,Yes,"1380 SOUTH COLUMBIA RD, GRAND FORKS, ND, 58201",True,47.907665,-97.066475
347230,FIRSTHEALTH HOME CARE,9102952211,Yes,Yes,Yes,No,Yes,Yes,"18B BOWMAN DRIVE, WAYNESVILLE, NC, 28785",False,,
347231,KINDRED AT HOME,9108029626,Yes,Yes,No,No,No,Yes,"986 2ND AVE WEST, DICKINSON, ND, 58601",False,,
347300,GENTIVA HEALTH SERVICES,8283226131,Yes,Yes,Yes,Yes,Yes,Yes,"211 E AZTEC AVENUE, GALLUP, NM, 87301",False,,
347306,LIBERTY HOME CARE,9108153122,Yes,Yes,Yes,Yes,Yes,Yes,"2217 DILLON, CLOVIS, NM, 88101",True,34.421898,-103.23321
347307,"LIBERTY HOME CARE II, LLC",9108153122,Yes,Yes,Yes,Yes,Yes,Yes,"115 MOUNTAIN HOME NURSING LANE, HAYESVILLE, NC, 28904",True,35.03449,-83.82651
347308,LIBERTY HOME CARE,9108441008,Yes,Yes,Yes,Yes,Yes,Yes,"220 S CANAL STREET, CARLSBAD, NM, 88220",False,,
347309,LIBERTY HOME CARE,9108153122,Yes,Yes,Yes,Yes,Yes,Yes,"1970 WEST ARLINGTON BLVD B2, GREENVILLE, NC, 27858",True,35.59905,-77.40786
347310,LIBERTY HOME CARE,9108153122,Yes,Yes,Yes,Yes,No,Yes,"2422 20TH ST SW, JAMESTOWN, ND, 58401",False,,
347317,KINDRED AT HOME,7044843294,Yes,Yes,Yes,Yes,Yes,Yes,"315 WEST COUNTRY CLUB ROAD, ROSWELL, NM, 88201",True,33.42325,-104.519035
347318,GENTIVA HEALTH SERVICES,3367608336,Yes,Yes,Yes,Yes,Yes,Yes,"120 PROVIDENCE RD STE 200, CHAPEL HILL, NC, 27514",True,35.95173,-79.007576
347325,"BAYADA HOME HEALTH CARE, INC",7046337213,Yes,Yes,Yes,Yes,Yes,Yes,"1760 COUNTRY CLUB  ROAD, GASTONIA, NC, 28054",True,35.258926,-81.1481
347326,BAYADA HOME HEALTH CARE INC,7048641131,Yes,Yes,Yes,Yes,Yes,Yes,"1771 TATE BLVD SE SUITE 102, HICKORY, NC, 28602",True,35.729115,-81.30962
357002,JAMESTOWN REGIONAL MEDICAL CENTER HOME HEALTH,7019524847,Yes,Yes,Yes,Yes,Yes,Yes,"6323 SEVENTH AVENUE, BROOKLYN, NY, 11220",True,40.635414,-74.01322
357004,RICHLAND COUNTY HOME HEALTH AGENCY,7016427735,Yes,No,No,No,No,Yes,"518 BEAMAN STREET, CLINTON, NC, 28328",True,35.00823,-78.32384
357013,CHI HEALTH AT HOME,7014564378,Yes,Yes,Yes,No,Yes,Yes,"531 MEADE STREET, WATERTOWN, NY, 13601",True,43.98561,-75.91887
357014,ALTRU'S HOME HEALTH,7017805880,Yes,Yes,Yes,Yes,Yes,Yes,"750 SOUTH KENANSVILLE BYPASS, KENANSVILLE, NC, 28349",True,34.93622,-77.97623
357016,CHI HEALTH AT HOME,7015304500,Yes,Yes,Yes,No,Yes,Yes,"128 PHOENIX MILLS CROSS ROAD, COOPERSTOWN, NY, 13326",True,42.667183,-74.94964
357021,CITY COUNTY HEALTH DISTRICT,7018458518,Yes,Yes,Yes,Yes,No,Yes,"855 S BECKFORD DRIVE, HENDERSON, NC, 27536",True,36.33241,-78.43408
357029,SANFORD HOME CARE,7013238400,Yes,Yes,Yes,Yes,Yes,Yes,"1050 WEST GENESEE STREET, SYRACUSE, NY, 13204",True,43.05371,-76.17218
357030,CHI HEALTH AT HOME,7017747430,Yes,Yes,Yes,Yes,Yes,Yes,"609 LAUCHWOOD DRIVE, LAURINBURG, NC, 28352",True,34.750908,-79.467766
357035,CHI HEALTH AT HOME,8558603464,Yes,Yes,Yes,Yes,Yes,Yes,"1340 STATE ROUTE 9, LAKE GEORGE, NY, 12845",False,,
357037,SANFORD HOME CARE FARGO,7012344900,Yes,Yes,Yes,Yes,Yes,Yes,"541 GAITHER ROAD, STATESVILLE, NC, 28625",True,35.80622,-80.88895
357040,"TRI CARE HOME HEALTH, INC.",7014776232,Yes,No,No,No,No,Yes,"145 HUGUENOT STREET, NEW ROCHELLE, NY, 10801",True,40.913166,-73.779564
357044,TRINITY HOSPITALS  HOME HEALTH,7018575082,Yes,Yes,Yes,Yes,Yes,Yes,"500 MEDICAL ARTS MALL; SUITE 144, ROCKY MOUNT, NC, 27804",False,,
357059,BENEDICTINE HOME HEALTH,7016426667,Yes,Yes,Yes,Yes,No,Yes,"670 WHITE PLAINS ROAD, SCARSDALE, NY, 10583",False,,
367001,HOME HEALTH OF WYANDOT COUNTY,4192943881,Yes,Yes,Yes,Yes,Yes,Yes,"170 CHURCH ST, FRANKLIN, NC, 28734",True,35.183002,-83.38191
367010,"HOME CARE OF LAKE COUNTY, INC",4403502419,Yes,Yes,Yes,Yes,No,Yes,"3500 SUNRISE HIGHWAY BLDG 300, GREAT RIVER, NY, 11739",False,,
367011,COSHOCTON CITY HOME HEALTH AGENCY,7406221736,Yes,Yes,Yes,Yes,No,Yes,"308 S ACADEMY STREET, LINCOLNTON, NC, 28092",True,35.47038,-81.254776
367016,VISITING NURSE SERVICE,3307451601,Yes,Yes,Yes,Yes,Yes,Yes,"176 US OVAL, PLATTSBURGH, NY, 12903",True,44.68601,-73.44965
367021,NOBLE COUNTY HOME HEALTH AGENCY,7407324958,Yes,Yes,Yes,Yes,No,Yes,"35 COLVIN AVENUE, ALBANY, NY, 12206",True,42.678577,-73.79562
367022,VISITING NURSE ASSOCIATION OF CLEVELAND,2166944232,Yes,Yes,Yes,Yes,Yes,Yes,"642 WILKESBORO STREET, MOCKSVILLE, NC, 27028",True,35.901592,-80.570915
367034,PUBLIC HEALTH - DAYTON & MONTGOMERY COUNTY,9372256078,Yes,Yes,No,Yes,Yes,No,"505 MAIN STREET, NORTHPORT, NY, 11768",True,40.900684,-73.33579
367055,ADAMS COUNTY HOMECARE LLC,9373866015,Yes,Yes,Yes,Yes,Yes,Yes,"216 CHURCH STREET W, AHOSKIE, NC, 27910",False,,
367061,OHIO'S CHOICE HOME HEALTH,3307793389,Yes,Yes,Yes,Yes,Yes,Yes,"1104 HIGHWAY 5 W, ROLLA, ND, 58367",False,,
367067,CINCINNATI HEALTH DEPT - HOME HEALTH PROGRAM,5133577406,Yes,Yes,Yes,Yes,Yes,No,"1650 CHAMPLIN AVENUE, UTICA, NY, 13502",True,43.098248,-75.27536
367069,SALEM AREA VISITING NURSE ASSOCIATION,3303329986,Yes,Yes,Yes,No,No,Yes,"355 SOUTH MADISON BOULEVARD, ROXBORO, NC, 27573",True,36.390675,-78.988686
367070,GENTLEBROOK HOME HEALTH SERVICES,3308772497,Yes,Yes,Yes,Yes,No,Yes,"107 INDUSTRIAL DRIVE, LOUISBURG, NC, 27549",True,36.103905,-78.2908
367076,PUTNAM COUNTY HOMECARE,4195234449,Yes,Yes,Yes,Yes,Yes,Yes,"7785 NORTH STATE STREET, LOWVILLE, NY, 13367",True,43.795784,-75.49814
367079,KNOX COMMUNITY HOSPITAL DEPARTMENT OF HOME HEALTH,7403993748,Yes,Yes,No,Yes,No,Yes,"68 SWEETEN CREEK ROAD, ASHEVILLE, NC, 28801",False,,
367087,SOUTHERN OHIO MEDICAL CENTER HOME HEALTH SERVICES,7403565600,Yes,Yes,Yes,Yes,Yes,Yes,"160 WATER STREET, NEW YORK, NY, 10038",True,40.70649,-74.00554
367089,MERCER HEALTH HOME CARE,4195840143,Yes,Yes,Yes,Yes,Yes,Yes,"9495 NC 305 HWY, JACKSON, NC, 27845",False,,
367097,ROSS COUNTY HOME HEALTH LLC,7407751114,Yes,Yes,Yes,Yes,No,Yes,"6007 FAIR LAKES ROAD, EAST SYRACUSE, NY, 13057",True,43.091766,-76.07317
367102,BRIDGE HOME HEALTH AND HOSPICE,4194235351,Yes,Yes,Yes,Yes,Yes,Yes,"560 WINSTON ROAD, JONESVILLE, NC, 28642",True,36.240284,-80.83336
367103,VINTON COUNTY HEALTH DEPARTMENT HOME HEALTH AGENCY,7405964573,Yes,Yes,No,No,No,Yes,"132 WATER STREET, ELIZABETHTOWN, NY, 12932",True,44.219948,-73.59778
367114,GENESIS HOME CARE,7404525458,Yes,Yes,Yes,Yes,Yes,Yes,"461 HARPER AVENUE SW, LENOIR, NC, 28645",True,35.916534,-81.53433
367117,HOLZER HOME CARE,7404465301,Yes,Yes,Yes,No,No,Yes,"103 WEST MAIN STREET, PATCHOGUE, NY, 11772",False,,
367128,ASHTABULA REGIONAL HOME HEALTH,4409947652,Yes,Yes,Yes,Yes,Yes,Yes,"3150 NORTH ELM STREET SUITE 102, GREENSBORO, NC, 27408",True,36.122128,-79.796135
367131,"COMMUNITY HEALTH PROFESSIONALS, INC",4192389223,Yes,Yes,Yes,Yes,Yes,Yes,"ONE CROSFIELD AVENUE, WEST NYACK, NY, 10994",False,,
367134,"OHIO VALLEY HOME HEALTH SERVICES, INC",3303852333,Yes,Yes,Yes,Yes,Yes,Yes,"109 EXETER STREET, MANTEO, NC, 27954",True,35.90411,-75.67539
367135,TRINITY HOME HEALTH,7402837501,Yes,Yes,Yes,No,No,Yes,"355 WEST MAIN STREET, MALONE, NY, 12953",True,44.848778,-74.29622
367137,CARETENDERS VNA,7406874410,Yes,Yes,Yes,Yes,Yes,Yes,"1000 NORTH FIRST STREET SUITE, ALBEMARLE, NC, 28001",True,35.367897,-80.19902
367140,OTTAWA COUNTY HEALTH DEPT,4197346800,Yes,Yes,Yes,Yes,No,Yes,"297 MAIN STREET, ONEONTA, NY, 13820",True,42.455597,-75.05994
367141,CARROLL COUNTY VISITING NURSE ASSOCIATION,3306277625,Yes,Yes,Yes,No,Yes,Yes,"2013 LEJEUNE BLVD, JACKSONVILLE, NC, 28546",True,34.74186,-77.372
367142,CLEVELAND CLINIC HOME CARE,2166368631,Yes,Yes,Yes,Yes,Yes,Yes,"108 ERIE BOULEVARD, SCHENECTADY, NY, 12305",True,42.811443,-73.949844
367145,HENRY COUNTY HOME HEALTH AGENCY-HENRY COUNTY HEALT,4195995612,Yes,Yes,Yes,Yes,Yes,Yes,"3111 SOUTH WINTON ROAD, ROCHESTER, NY, 14623",True,43.0928,-77.58199
367146,MEMORIAL HOSPITAL OF UNION COUNTY,9376443211,Yes,Yes,Yes,Yes,Yes,Yes,"7864 US HIGHWAY 117 S  SUITE C, ROCKY POINT, NC, 28457",True,34.444286,-77.88104
367158,"ELDERCARE SERVICES INSTITUTE, LLC",2167918000,Yes,Yes,Yes,Yes,Yes,Yes,"360 MAMARONECK AVE, WHITE PLAINS, NY, 10605",True,41.023575,-73.76205
367159,KINDRED AT HOME,3306444447,Yes,Yes,Yes,Yes,Yes,Yes,"100 GARDEN CITY PLAZA, GARDEN CITY, NY, 11530",True,40.73861,-73.615555
367160,FIDELITY HEALTH CARE,9372086400,Yes,Yes,Yes,Yes,Yes,Yes,"333 EAST 115TH STREET, NEW YORK, NY, 10029",True,40.795803,-73.93708
367161,INTREPID USA HEALTHCARE SERVICES,4403237300,Yes,Yes,Yes,Yes,Yes,Yes,"139 WHITE BIRCH LANE PO BOX 250, INDIAN LAKE, NY, 12842",True,43.776154,-74.259575
367162,ACADEMY HEALTH SERVICES INC,9372936631,Yes,Yes,Yes,Yes,Yes,Yes,"1983 MARCUS AVENUE, NEW HYDE PARK, NY, 11042",True,40.75784,-73.6944
367163,INTERIM HEALTHCARE OF CINCINNATI,5139841110,Yes,Yes,Yes,Yes,Yes,Yes,"ONE BLUE HILL PLAZA, PEARL RIVER, NY, 10965",False,,
367164,INTERIM HEALTHCARE OF COLUMBUS,6148883130,Yes,Yes,Yes,Yes,Yes,Yes,"50 COMMUNITY LANE, LIBERTY, NY, 12754",True,41.79624,-74.71236
367165,INTERIM HEALTH CARE OF DAYTON,9372915330,Yes,Yes,Yes,Yes,Yes,Yes,"124 MAIN STREET, GOSHEN, NY, 10924",True,41.40267,-74.321465
367166,INTERIM HEALTHCARE OF TOLEDO,4195784698,Yes,Yes,Yes,Yes,No,Yes,"972 BRUSH HOLLOW ROAD, WESTBURY, NY, 11590",True,40.768658,-73.56621
367167,"AMERICAN MERCY HOME CARE, LLC",5137314600,Yes,Yes,Yes,Yes,Yes,Yes,"110 BI-COUNTY BOULEVARD, FARMINGDALE, NY, 11735",True,40.727497,-73.427414
367173,ELARA CARING,4403589200,Yes,Yes,Yes,Yes,Yes,Yes,"115 EAST STEVENS AVENUE, VALHALLA, NY, 10595",True,41.09731,-73.775764
367190,INTERIM HEALTH CARE OF AKRON/CANTON,3308365571,Yes,Yes,Yes,Yes,Yes,Yes,"30-50 WHITESTONE EXPRESSWAY, FLUSHING, NY, 11354",False,,
367193,A 1 NURSING CARE INC,6142683800,Yes,Yes,Yes,Yes,No,Yes,"290 OLD COUNTRY ROAD, MINEOLA, NY, 11501",True,40.73864,-73.641045
367200,OHIOHEALTH HOME HEALTH,7403317040,Yes,Yes,Yes,No,Yes,Yes,"601 RIVERSIDE DRIVE, JOHNSON CITY, NY, 13790",True,42.1099,-75.96732
367204,CAPITAL HEALTH HOME CARE,7402648815,Yes,Yes,Yes,Yes,Yes,Yes,"2757 ELMWOOD AVENUE, KENMORE, NY, 14217",True,42.97231,-78.87871
367208,INTERIM HEALTHCARE OF LIMA,4192282535,Yes,Yes,Yes,Yes,Yes,Yes,"2 - 8  WEST MAIN STREET, JOHNSTOWN, NY, 12095",True,43.00644,-74.37144
367218,"MERCY HEALTH-HOME CARE, LORAIN COUNTY",4409604545,Yes,Yes,Yes,Yes,Yes,Yes,"115 SOUTH BROADWAY, DOBBS FERRY, NY, 10522",True,41.008434,-73.879074
367238,WILSON HOME HEALTH CARE,9374989335,Yes,Yes,Yes,Yes,Yes,Yes,"433 RIVER STREET  SUITE 3000, TROY, NY, 12180",False,,
367240,CMH HOME HEALTH CARE,9373829380,Yes,Yes,Yes,Yes,Yes,Yes,"813 FAY RD, SYRACUSE, NY, 13219",True,43.0349,-76.208984
367249,KETTERING NETWORK HOME CARE,9372981111,Yes,Yes,Yes,Yes,Yes,Yes,"134 HOMER AVENUE, CORTLAND, NY, 13045",True,42.60756,-76.186005
367251,CAPITAL HEALTH HOME CARE,4409640444,Yes,Yes,Yes,Yes,No,Yes,"3125 EMMONS AVENUE, BROOKLYN, NY, 11235",True,40.584045,-73.93476
367253,SOUTHWEST GENERAL HOME HEALTH,4408164039,Yes,Yes,Yes,Yes,Yes,Yes,"2968 EAST RUSSELL ROAD, LAS VEGAS, NV, 89120",True,36.08642,-115.11055
367254,REID HOME HEALTH,5135768472,Yes,Yes,Yes,Yes,Yes,Yes,"4423 WEST FLAMINGO ROAD, LAS VEGAS, NV, 89103",True,36.115433,-115.20019
367256,MERCY MEDICAL CENTER HOME HEALTH & HOSPICE LLC,2342033211,Yes,Yes,Yes,Yes,Yes,Yes,"8542 DEL WEBB BLVD., LAS VEGAS, NV, 89134",True,36.210266,-115.28113
367260,PAULDING COUNTY HOSPITAL HOME HEALTH,4193991161,Yes,Yes,Yes,No,Yes,Yes,"9400 GATEWAY DRIVE, RENO, NV, 89521",True,39.446106,-119.76677
367261,PROMEDICA HOME HEALTH CARE,4192912273,Yes,Yes,Yes,Yes,Yes,Yes,"9121 WEST RUSSELL STE 118, LAS VEGAS, NV, 89148",True,36.085144,-115.29099
367262,AMERICARE HOME HEALTH,4194725350,Yes,Yes,Yes,Yes,Yes,Yes,"6950  VIA OLIVERO AVE STE B4, LAS VEGAS, NV, 89117",False,,
367269,CARETENDERS VNA,7403332790,Yes,Yes,Yes,Yes,No,Yes,"2900 W HORIZON RIDGE, HENDERSON, NV, 89052",False,,
367270,ACCENTCARE HOME HEALTH,7404747826,Yes,Yes,Yes,No,Yes,Yes,"6270 MCLEOD DR STE 100, LAS VEGAS, NV, 89120",True,36.075996,-115.10985
367271,ADENA HOME HEALTH,7407794660,Yes,Yes,Yes,Yes,Yes,Yes,"1771 EAST FLAMINGO RD STE 220, LAS VEGAS, NV, 89119",True,36.114544,-115.12929
367273,MOUNT CARMEL HOME CARE,6142340100,Yes,Yes,Yes,Yes,Yes,Yes,"2770 S MARYLAND PKWY, LAS VEGAS, NV, 89109",True,36.139454,-115.13687
367290,AULTMAN HEALTH CARE IN YOUR HOME,3305884708,Yes,Yes,Yes,Yes,Yes,Yes,"2575 MONTESSOURI STREET, LAS VEGAS, NV, 89117",True,36.14273,-115.24742
367296,HOME HEALTHCARE BY BLACK STONE,5139241370,Yes,Yes,Yes,Yes,Yes,Yes,"536 COTTAGE STREET, LITTLETON, NH, 3561",True,44.291393,-71.768906
367323,INTERIM HEALTHCARE OF NEWARK,7403498700,Yes,Yes,Yes,Yes,Yes,Yes,"25 NEW HAMPSHIRE AVE SUITE 270, PORTSMOUTH, NH, 3801",False,,
367324,INTERIM HEALTHCARE OF CAMBRIDGE,7404535130,Yes,Yes,Yes,Yes,Yes,Yes,"1070 HOLT AVE STE 1400, MANCHESTER, NH, 3109",False,,
367325,"HOME CARE NETWORK, INC",9374249222,Yes,Yes,Yes,Yes,No,Yes,"30 PILLSBURY ST, CONCORD, NH, 3301",True,43.191803,-71.534004
367329,HOME CARE NETWORK INC,3309221450,Yes,Yes,Yes,Yes,No,Yes,"5506 S FORT APACHE RD STE 100, LAS VEGAS, NV, 89148",True,36.088547,-115.29743
367334,"HOME CARE NETWORK, INC.",3309221450,Yes,Yes,Yes,Yes,No,Yes,"137 EPPING ROAD, EXETER, NH, 3833",True,42.989277,-70.96777
367335,HOME CARE NETWORK INC,3309221450,Yes,Yes,Yes,Yes,No,Yes,"1529 WHITE MOUNTAIN HIGHWAY PO BOX 432, NORTH CONWAY, NH, 3860",True,44.02143,-71.11627
367400,FISHER TITUS HOME HEALTH CENTER,4196680099,Yes,Yes,Yes,Yes,Yes,Yes,"7 EXECUTIVE DRIVE, MERRIMACK, NH, 3054",False,,
367401,LIMA MEMORIAL HOSPITAL HOME HEALTH CARE,4192265020,Yes,Yes,Yes,Yes,Yes,Yes,"75 CHESTNUT ST, FRANKLIN, NH, 3235",True,43.449345,-71.637634
367403,HOMECARE MATTERS HOME HEALTH & HOSPICE,4194687985,Yes,Yes,Yes,Yes,Yes,Yes,"9 ANDREWS ROAD, SOMERSWORTH, NH, 3878",True,43.234608,-70.88188
367404,CARE AT HOME BY GREEN HILLS LLC,9375931605,Yes,Yes,Yes,Yes,Yes,Yes,"186 WAUKEWAN STREET, MEREDITH, NH, 3253",True,43.642334,-71.52591
367405,GRAND LAKE HOME HEALTH,4193947434,Yes,Yes,Yes,Yes,Yes,Yes,"107 NEWPORT RD, NEW LONDON, NH, 3257",True,43.421528,-71.99512
367415,"UNIVERSITY HOSPITALS HOME CARE SERVICES, INC",4192897822,Yes,Yes,Yes,Yes,Yes,Yes,"214 LAKE STREET, BRISTOL, NH, 3222",True,43.595898,-71.7451
367417,"MERCY HEALTH-HOME HEALTH, LIMA",4192269062,Yes,Yes,Yes,Yes,Yes,Yes,"101 BOULDER POINT DRIVE, PLYMOUTH, NH, 3264",False,,
367423,LAKE HEALTH HOME CARE SERVICES,4406390900,Yes,Yes,Yes,Yes,Yes,Yes,"178 FARMINGTON RD, ROCHESTER, NH, 3867",True,43.34255,-71.019684
367424,"UNIVERSITY HOSPITAL HOME CARE SERVICES, INC",2163607530,Yes,Yes,Yes,Yes,Yes,Yes,"77 NORTHEASTERN BLVD, NASHUA, NH, 3062",True,42.73712,-71.487946
367426,UNION HOSPITAL HOME HEALTH AGENCY,3303436909,Yes,Yes,No,Yes,Yes,Yes,"4 BIRCH STREET, DERRY, NH, 3038",True,42.88161,-71.32388
367428,CAMBRIDGE HOME HEALTH CARE,4196091960,Yes,Yes,Yes,No,No,Yes,"7 STILES ROAD SUITE 201, SALEM, NH, 3079",True,42.774574,-71.24985
367429,OHIO LIVING HOME HEALTH GREATER CINCINNATI,5136818174,Yes,Yes,Yes,Yes,Yes,Yes,"22 GREELEY ST SUITE 5, MERRIMACK, NH, 3054",True,42.83976,-71.48939
367433,"SOUTHEASTERN HOME CARE, LLC",7404255117,Yes,Yes,Yes,Yes,Yes,Yes,"608 CHESTNUT ST  PO BOX 1780, MANCHESTER, NH, 3105",False,,
